"artist","song","explicit","year","popularity","speechiness","tempo","genre"
"The Pussycat Dolls","Buttons",FALSE,2005,68,0.27,210.851,"pop, R&B"
"Ciara","Get Up (feat. Chamillionaire)",FALSE,2006,59,0.109,128.593,"pop, R&B"
"Eminem","Shake That",TRUE,2005,74,0.117,107.005,"hip hop"
"Cherish","Do It To It",FALSE,2006,65,0.169,74.007,"hip hop, pop, R&B"
"Muse","Supermassive Black Hole",FALSE,2006,75,0.0439,120,"rock"
"Chris Brown","Gimme That",FALSE,2005,63,0.0466,87.165,"hip hop, pop, R&B"
"Infernal","From Paris to Berlin",FALSE,2004,57,0.0816,126.069,"pop"
"Cassie","Me & U",FALSE,2006,73,0.0294,99.99,"pop, R&B"
"E-40","U and Dat (feat. T. Pain & Kandi Girl)",TRUE,2006,63,0.277,99.992,"hip hop, pop"
"The Pussycat Dolls","Beep",FALSE,2005,57,0.0434,103.7,"pop, R&B"
"Lil Jon","Snap Yo Fingers",FALSE,2006,67,0.23,82.038,"hip hop, pop"
"Armand Van Helden","My My My - Radio Edit",FALSE,2006,40,0.137,127.51,"pop, Dance/Electronic"
"The Notorious B.I.G.","Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",TRUE,2005,68,0.141,106.328,"hip hop"
"Yung Joc","It's Goin' Down (feat. Nitti)",TRUE,2006,66,0.0612,84.003,"hip hop, pop"
"Shayne Ward","No Promises",FALSE,2006,1,0.026,79.798,"pop"
"Justin Timberlake","My Love (feat. T.I.)",FALSE,2006,72,0.224,119.952,"pop"
"Nickelback","Savin' Me",FALSE,2005,65,0.0276,164.007,"rock, metal"
"Nelly","Grillz",FALSE,2005,60,0.241,82.996,"hip hop, pop, R&B"
"Take That","Patience",FALSE,2006,64,0.0405,175.788,"pop"
"Fergie","London Bridge",TRUE,2006,57,0.357,90.951,"pop, R&B"
"Cascada","Everytime We Touch - Radio Edit",FALSE,2011,0,0.0555,142.019,"hip hop, pop, Dance/Electronic"
"LL Cool J","Control Myself",FALSE,2006,42,0.211,120.066,"hip hop, pop, R&B"
"Beyoncé","Deja Vu (feat. Jay-Z)",FALSE,2007,57,0.341,105.253,"pop, R&B"
"P!nk","Stupid Girls",TRUE,2006,0,0.071,100.04,"pop"
"Eminem","When I'm Gone",TRUE,2005,68,0.352,75.272,"hip hop"
"Kelis","Bossy",FALSE,2006,50,0.19,84.021,"pop, R&B, Dance/Electronic"
"Bob Sinclar","Love Generation - Radio Edit",FALSE,2005,49,0.062,128.04,"pop, Dance/Electronic"
"Meck","Thunder in My Heart Again (Radio Edit)",FALSE,2005,46,0.0294,129.016,"set()"
"Mary J. Blige","Be Without You - Kendu Mix",TRUE,2005,69,0.0998,146.559,"pop, R&B"
"Girls Aloud","Something Kinda Ooooh",FALSE,2012,49,0.0473,131.925,"pop, Dance/Electronic"
"Rihanna","Unfaithful",FALSE,2006,70,0.0334,144.069,"hip hop, pop, R&B"
"Kanye West","Touch The Sky",TRUE,2005,73,0.342,98.56,"hip hop"
"Dem Franchize Boyz","Lean Wit It, Rock Wit It",TRUE,2006,60,0.307,76.035,"hip hop, pop"
"Evanescence","Call Me When You're Sober",FALSE,2006,65,0.0524,93.41,"metal"
"Chingy","Pullin' Me Back",TRUE,2006,62,0.286,80,"hip hop, pop, R&B"
"Nickelback","Far Away",FALSE,2005,70,0.0309,132.918,"rock, metal"
"Fall Out Boy","Dance, Dance",FALSE,2005,74,0.154,114.452,"rock"
"Leona Lewis","A Moment Like This",FALSE,2007,57,0.0301,70.543,"pop, R&B"
"T.I.","What You Know",TRUE,2006,64,0.0344,73.464,"hip hop, pop"
"Ludacris","Money Maker",TRUE,2006,62,0.27,78.756,"hip hop, pop"
"Nick Lachey","What's Left Of Me",FALSE,2006,37,0.0375,149.965,"pop"
"Jibbs","Chain Hang Low",TRUE,2006,56,0.262,157.147,"hip hop, pop"
"Arctic Monkeys","When The Sun Goes Down",TRUE,2006,72,0.199,169.152,"rock"
"Rascal Flatts","Life is a Highway",FALSE,2006,0,0.0613,103.055,"country"
"Beyoncé","Check On It (feat. Slim Thug)",FALSE,2006,45,0.218,166.104,"pop, R&B"
"Keyshia Cole","Love",FALSE,2005,72,0.0283,116.714,"hip hop, pop, R&B"
"Lily Allen","Smile",TRUE,2006,68,0.0259,95.506,"pop"
"Ne-Yo","Sexy Love",FALSE,2006,67,0.0413,94.02,"pop, R&B"
"JoJo","Too Little Too Late",FALSE,2006,48,0.0431,83.001,"hip hop, pop, R&B"
"Mary J. Blige","One",FALSE,2005,64,0.0777,185.888,"pop, R&B"
"Bubba Sparxxx","Ms. New Booty",TRUE,2005,62,0.416,129.37,"hip hop, pop, country"
"Amy Winehouse","You Know I'm No Good",FALSE,2006,63,0.0309,103.383,"R&B"
"Rascal Flatts","What Hurts The Most",FALSE,2006,69,0.0277,136.002,"country"
"Red Hot Chili Peppers","Dani California",FALSE,2006,76,0.0437,96.184,"rock"
"Scissor Sisters","I Don't Feel Like Dancin'",FALSE,2006,63,0.0276,108.023,"pop, rock, Dance/Electronic"
"Ne-Yo","So Sick",FALSE,2006,75,0.31,92.791,"pop, R&B"
"Hinder","Lips Of An Angel",FALSE,2019,35,0.0341,129.005,"pop, rock, metal"
"The Raconteurs","Steady, As She Goes",FALSE,2006,56,0.12,123.696,"rock"
"The Fratellis","Chelsea Dagger",FALSE,2006,68,0.144,154.514,"rock"
"Fort Minor","Where'd You Go (feat. Holly Brook & Jonah Matranga)",TRUE,2005,42,0.238,179.999,"hip hop, pop, rock"
"Panic! At The Disco","I Write Sins Not Tragedies",FALSE,2005,70,0.14,169.961,"rock"
"James Blunt","Goodbye My Lover",FALSE,2005,67,0.0512,89.567,"pop"
"Christina Aguilera","Ain't No Other Man",FALSE,2006,63,0.222,127.91,"pop"
"Westlife","The Rose",FALSE,2006,0,0.0294,109.581,"pop"
"Keane","Is It Any Wonder?",FALSE,2006,59,0.0363,129.352,"pop"
"Orson","No Tomorrow",FALSE,2006,46,0.0691,124.082,"pop"
"T-Pain","I'm N Luv (Wit a Stripper) (feat. Mike Jones)",TRUE,2005,0,0.0688,145.171,"hip hop, pop, R&B"
"KT Tunstall","Black Horse And The Cherry Tree",FALSE,2005,64,0.0641,104.833,"World/Traditional, pop, Folk/Acoustic"
"Natasha Bedingfield","Unwritten",FALSE,2004,2,0.0399,100.011,"pop"
"Razorlight","America",FALSE,2006,67,0.0305,90.933,"rock, pop"
"James Morrison","You Give Me Something",FALSE,2006,64,0.114,79.753,"pop, R&B"
"Snow Patrol","You're All I Have",FALSE,2006,35,0.045,132.013,"World/Traditional, rock, pop"
"The Fray","How to Save a Life",FALSE,2005,79,0.0379,122.035,"pop"
"Sandi Thom","I Wish I Was a Punk Rocker (with Flowers in My Hair)",FALSE,2006,61,0.358,108.102,"World/Traditional, pop"
"My Chemical Romance","Welcome to the Black Parade",FALSE,2006,76,0.0752,96.95,"rock"
"Razorlight","In The Morning",FALSE,2006,59,0.042,124.191,"rock, pop"
"James Morrison","Wonderful World",FALSE,2006,49,0.029,78.969,"pop, R&B"
"Chris Brown","Yo (Excuse Me Miss)",FALSE,2005,69,0.272,86.768,"hip hop, pop, R&B"
"P!nk","Who Knew",FALSE,2006,0,0.0274,140.004,"pop"
"The Kooks","Naive",FALSE,2006,73,0.0892,100.304,"rock"
"Leona Lewis","Bleeding Love",FALSE,2007,75,0.0357,104.036,"pop, R&B"
"Rihanna","Umbrella",FALSE,2008,81,0.134,174.028,"hip hop, pop, R&B"
"Britney Spears","Gimme More",FALSE,2007,79,0.0334,113.324,"pop"
"Fergie","Big Girls Don't Cry (Personal)",FALSE,2006,76,0.0335,113.082,"pop, R&B"
"Mark Ronson","Valerie (feat. Amy Winehouse) - Version Revisited",FALSE,2007,0,0.0544,105.828,"pop"
"Plain White T's","Hey There Delilah",FALSE,2005,78,0.0293,103.971,"pop"
"Justin Timberlake","What Goes Around.../...Comes Around (Interlude)",FALSE,2006,70,0.0709,76,"pop"
"Gwen Stefani","The Sweet Escape",FALSE,2006,71,0.0343,119.961,"pop, R&B"
"Timbaland","The Way I Are",FALSE,2007,80,0.1,114.759,"hip hop, pop, R&B"
"Nelly Furtado","Say It Right",FALSE,2006,81,0.139,116.948,"hip hop, pop, latin"
"Ida Corr","Let Me Think About It",FALSE,2012,43,0.046,129.026,"set()"
"Alex Gaudino","Destination Calabria - Radio Edit",FALSE,2007,73,0.0425,128.016,"Dance/Electronic"
"September","Cry for You",FALSE,2007,65,0.0301,130.018,"pop, Dance/Electronic"
"Akon","Smack That",TRUE,2006,58,0.0475,118.988,"pop"
"Timbaland","Give It To Me",TRUE,2007,70,0.0632,110.621,"hip hop, pop, R&B"
"50 Cent","Ayo Technology",TRUE,2007,67,0.132,140.144,"hip hop, pop"
"Eric Prydz","Proper Education - Radio Edit",FALSE,2007,0,0.0523,124.938,"pop, Dance/Electronic"
"Fedde Le Grand","Put Your Hands Up For Detroit - Radio Edit",FALSE,2015,0,0.202,127.995,"pop, Dance/Electronic"
"Ciara","Like a Boy",FALSE,2006,68,0.145,132.035,"pop, R&B"
"Kanye West","Stronger",TRUE,2007,54,0.153,103.992,"hip hop"
"Beyoncé","Beautiful Liar",FALSE,2007,64,0.0703,91.977,"pop, R&B"
"Gym Class Heroes","Cupid's Chokehold / Breakfast in America - Radio Mix",FALSE,2007,59,0.0781,79.702,"hip hop, pop"
"Akon","I Wanna Love You",TRUE,2006,53,0.0417,99.989,"pop"
"Soulja Boy","Crank That (Soulja Boy)",FALSE,2007,74,0.0786,140.141,"hip hop, pop"
"Fat Joe","Make It Rain",TRUE,2006,59,0.197,149.28,"hip hop, pop"
"P!nk","U + Ur Hand",TRUE,2006,0,0.0528,141.04,"pop"
"Rihanna","Shut Up And Drive",FALSE,2008,69,0.0349,132.964,"hip hop, pop, R&B"
"Lloyd","Get It Shawty",FALSE,2007,62,0.241,128.014,"hip hop, pop, R&B"
"Kanye West","Can't Tell Me Nothing",TRUE,2007,47,0.039,80.029,"hip hop"
"Camille Jones","The Creeps - Fedde Le Grand Radio Mix",FALSE,2006,17,0.0603,127.894,"set()"
"Linkin Park","What I've Done",FALSE,2007,77,0.0324,120.119,"rock, metal"
"Keyshia Cole","Last Night",FALSE,2007,60,0.0623,121.006,"hip hop, pop, R&B"
"Chris Brown","Kiss Kiss (feat. T-Pain)",FALSE,2007,68,0.225,140.043,"hip hop, pop, R&B"
"Shop Boyz","Party Like A Rock Star",TRUE,2007,61,0.0395,144.972,"hip hop, pop"
"Finger Eleven","Paralyzer",FALSE,2007,73,0.0456,106.031,"rock, metal"
"Justin Timberlake","Summer Love",FALSE,2006,66,0.087,95.802,"pop"
"MiMS","This Is Why I'm Hot",TRUE,2007,59,0.576,80.021,"hip hop, pop"
"Fabolous","Make Me Better",TRUE,2007,62,0.0995,86.491,"hip hop, pop, R&B"
"Seether","Fake It",TRUE,2007,73,0.0518,132.078,"rock, metal"
"Arctic Monkeys","Brianstorm",FALSE,2007,67,0.191,165.182,"rock"
"Fergie","Glamorous",TRUE,2006,64,0.23,130.993,"pop, R&B"
"Linkin Park","Bleed It Out",TRUE,2007,73,0.0508,140.127,"rock, metal"
"My Chemical Romance","Teenagers",FALSE,2006,80,0.0632,111.647,"rock"
"Calvin Harris","Acceptable in the 80's",FALSE,2007,57,0.0511,127.99,"hip hop, pop, Dance/Electronic"
"Sugababes","About You Now",FALSE,2007,66,0.0378,82.499,"pop, R&B"
"Avril Lavigne","Girlfriend",TRUE,2007,75,0.102,163.983,"pop"
"Ne-Yo","Because Of You",FALSE,2007,74,0.0356,109.97,"pop, R&B"
"Daughtry","It's Not Over",FALSE,2016,45,0.0538,145.959,"pop, rock, metal"
"Unk","Walk It Out",TRUE,2013,48,0.0813,160.022,"hip hop, pop"
"Lloyd","You",FALSE,2007,70,0.47,130.159,"hip hop, pop, R&B"
"Klaxons","Golden Skans",FALSE,2007,65,0.0381,141.955,"rock"
"T-Pain","Bartender (feat. Akon)",TRUE,2007,3,0.133,104.987,"hip hop, pop, R&B"
"Baby Boy Da Prince","The Way I Live - Main Explicit",TRUE,2006,59,0.248,90.02,"hip hop, pop"
"Fergie","Fergalicious",TRUE,2006,63,0.316,129.055,"pop, R&B"
"Omarion","Ice Box",FALSE,2006,57,0.134,131.105,"hip hop, pop, R&B"
"Pretty Ricky","On the Hotline - Amended Version",FALSE,2007,57,0.183,92.988,"hip hop, pop, R&B"
"Nickelback","Rockstar",FALSE,2005,69,0.0386,144.072,"rock, metal"
"Fall Out Boy","Thnks fr th Mmrs",FALSE,2007,76,0.0623,154.837,"rock"
"Justin Timberlake","LoveStoned / I Think She Knows (Interlude)",TRUE,2006,57,0.0549,121.243,"pop"
"All Time Low","Dear Maria, Count Me In",FALSE,2007,76,0.0805,181.04,"rock"
"Amy Winehouse","Back To Black",TRUE,2006,76,0.0373,122.728,"R&B"
"Keyshia Cole","Let It Go",FALSE,2007,58,0.213,94.955,"hip hop, pop, R&B"
"Ciara","Promise",FALSE,2006,56,0.0425,123.279,"pop, R&B"
"Enrique Iglesias","Do You Know? (The Ping Pong Song)",FALSE,2007,45,0.0487,114.999,"pop, latin"
"T2","Heartbroken - Edit",FALSE,2017,59,0.0329,139.986,"Dance/Electronic"
"Robyn","With Every Heartbeat",FALSE,2005,36,0.0395,120.872,"pop, Dance/Electronic"
"Maroon 5","Makes Me Wonder",TRUE,2007,62,0.0357,113.996,"pop"
"Fall Out Boy","This Ain't A Scene, It's An Arms Race",FALSE,2007,68,0.0636,199.935,"rock"
"Paramore","Misery Business",FALSE,2007,72,0.0735,172.977,"pop, rock"
"Hinder","Better Than Me",FALSE,2019,30,0.029,139.913,"pop, rock, metal"
"Huey","Pop, Lock & Drop It - Video Edit",FALSE,2006,52,0.222,144.09,"hip hop, pop"
"Foo Fighters","The Pretender",FALSE,2007,78,0.0431,172.984,"rock, metal"
"Plies","Shawty (feat. T Pain)",TRUE,2007,61,0.126,105.412,"hip hop, pop, R&B"
"Kaiser Chiefs","Ruby",FALSE,2007,67,0.0512,93.416,"rock"
"Mark Ronson","Stop Me (feat. Daniel Merriweather)",FALSE,2007,46,0.0403,118.035,"pop"
"Bow Wow","Outta My System (feat. T-Pain & Johntá Austin)",FALSE,2006,57,0.183,83.998,"hip hop, pop, R&B"
"Jim Jones","We Fly High",TRUE,2006,0,0.298,120.226,"hip hop, pop"
"The Red Jumpsuit Apparatus","Face Down",FALSE,2006,74,0.0399,92.956,"pop"
"MIKA","Grace Kelly",FALSE,2006,69,0.0454,122.229,"pop"
"Christina Aguilera","Candyman",FALSE,2006,66,0.23,172.976,"pop"
"Sean Kingston","Beautiful Girls",FALSE,2007,78,0.0687,130.009,"hip hop, pop, R&B"
"Akon","Don't Matter",TRUE,2006,52,0.0371,125.139,"pop"
"James Blunt","1973",FALSE,2007,68,0.0269,123.007,"pop"
"Carrie Underwood","Before He Cheats",FALSE,2005,76,0.0405,147.905,"pop, country"
"Just Jack","Starz In Their Eyes",FALSE,2006,52,0.0652,123.802,"Dance/Electronic"
"T-Pain","Buy U a Drank (Shawty Snappin') (feat. Yung Joc)",FALSE,2007,2,0.262,80.001,"hip hop, pop, R&B"
"Bone Thugs-N-Harmony","I Tried",TRUE,2007,61,0.0742,81.995,"hip hop, pop"
"Avril Lavigne","When You're Gone",FALSE,2007,68,0.0323,142.034,"pop"
"Rich Boy","Throw Some D's",TRUE,2007,57,0.43,160.895,"hip hop, pop"
"MIKA","Love Today",FALSE,2006,57,0.0664,124.484,"pop"
"Manic Street Preachers","Your Love Alone Is Not Enough (feat. Nina Persson)",FALSE,2007,53,0.0459,126.766,"rock, pop"
"Elliott Yamin","Wait for You",FALSE,2007,58,0.0281,116.027,"set()"
"Wyclef Jean","Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",FALSE,2007,56,0.0553,92.515,"set()"
"Boys Like Girls","The Great Escape",FALSE,2007,62,0.0635,149.934,"pop"
"Take That","Rule The World - Radio Edit",FALSE,2007,58,0.034,164.054,"pop"
"J. Holiday","Bed",FALSE,2007,64,0.0504,127.901,"hip hop, pop, R&B, Dance/Electronic"
"Red Hot Chili Peppers","Snow (Hey Oh)",FALSE,2006,79,0.0499,104.655,"rock"
"Ludacris","Runaway Love",TRUE,2006,51,0.283,92.854,"hip hop, pop"
"Flo Rida","Low (feat. T-Pain)",FALSE,2008,80,0.0791,128.008,"hip hop, pop"
"Katy Perry","I Kissed A Girl",FALSE,2008,73,0.0677,129.996,"pop"
"Rihanna","Take A Bow",FALSE,2008,74,0.0715,82.082,"hip hop, pop, R&B"
"Alicia Keys","No One",FALSE,2007,77,0.0285,90.04,"pop, R&B"
"Timbaland","Apologize",FALSE,2007,74,0.0278,118.016,"hip hop, pop, R&B"
"Ne-Yo","Miss Independent",FALSE,2008,71,0.145,171.812,"pop, R&B"
"Chris Brown","With You",FALSE,2007,70,0.0698,86.009,"hip hop, pop, R&B"
"Beyoncé","If I Were a Boy",FALSE,2008,66,0.0313,90.007,"pop, R&B"
"Kardinal Offishall","Dangerous",TRUE,2008,75,0.0756,117.002,"hip hop, pop, R&B"
"Madcon","Beggin (original version)",FALSE,2007,70,0.057,129.023,"hip hop, pop"
"Rihanna","Disturbia",FALSE,2008,76,0.0571,124.921,"hip hop, pop, R&B"
"Guru Josh Project","Infinity 2008",FALSE,2011,1,0.0576,127.999,"hip hop"
"Britney Spears","Break the Ice",FALSE,2007,61,0.0445,117.533,"pop"
"Lil Wayne","Lollipop",TRUE,2008,69,0.0831,148.075,"hip hop, pop"
"Basshunter","Now You're Gone - Video Edit",FALSE,2008,63,0.354,147.99,"pop"
"Kanye West","Flashing Lights",TRUE,2007,52,0.0399,90.482,"hip hop"
"Madonna","4 Minutes (feat. Justin Timberlake & Timbaland)",FALSE,2009,71,0.0652,113.029,"pop"
"Katy Perry","Hot N Cold",FALSE,2008,73,0.0418,132.032,"pop"
"Rihanna","Don't Stop The Music",FALSE,2008,77,0.0643,122.668,"hip hop, pop, R&B"
"Snoop Dogg","Sensual Seduction",FALSE,2007,56,0.0682,120.163,"hip hop, pop"
"Akon","Right Now (Na Na Na)",FALSE,2008,69,0.152,137.982,"pop"
"Britney Spears","Womanizer",FALSE,2008,76,0.0622,139,"pop"
"Eric Prydz","Pjanoo - Radio Edit",FALSE,2008,65,0.0295,125.99,"pop, Dance/Electronic"
"Kelly Rowland","Work",FALSE,2010,34,0.0538,102.757,"hip hop, pop, R&B"
"Jeezy","Put On",TRUE,2008,69,0.0353,137.616,"hip hop, pop"
"Madonna","Give It 2 Me",FALSE,2008,57,0.0414,127.019,"pop"
"The Pussycat Dolls","When I Grow Up",FALSE,2008,72,0.05,118.449,"pop, R&B"
"will.i.am","Heartbreaker",TRUE,2007,46,0.0732,120.051,"hip hop, pop"
"Britney Spears","Piece of Me",FALSE,2007,64,0.216,115.007,"pop"
"T.I.","Live Your Life",TRUE,2008,75,0.255,159.841,"hip hop, pop"
"Ne-Yo","Closer",FALSE,2008,65,0.0738,126.027,"pop, R&B"
"Lil Wayne","A Milli",TRUE,2008,69,0.278,151.486,"hip hop, pop"
"Colby O'Donis","What You Got",FALSE,2008,61,0.038,119.974,"hip hop, pop, R&B"
"Miley Cyrus","See You Again",FALSE,2007,0,0.177,138.975,"pop"
"Basshunter","All I Ever Wanted - Radio Edit",FALSE,2008,65,0.0508,144.954,"pop"
"Alesha Dixon","The Boy Does Nothing",FALSE,2008,51,0.121,87,"pop"
"Dizzee Rascal","Dance Wiv Me - Radio Edit",FALSE,2011,68,0.0451,111.996,"hip hop, pop, Dance/Electronic"
"Gabriella Cilmi","Sweet About Me",FALSE,2008,56,0.0288,131.977,"R&B"
"Jack White","Another Way to Die",FALSE,2007,56,0.128,141.933,"rock, blues"
"Plies","Hypnotized (feat. Akon)",TRUE,2007,66,0.0797,116.59,"hip hop, pop, R&B"
"The Pussycat Dolls","I Hate This Part",FALSE,2008,64,0.0317,111.572,"pop, R&B"
"Sean Kingston","Take You There",FALSE,2008,65,0.0696,115.033,"hip hop, pop, R&B"
"Natasha Bedingfield","Pocketful of Sunshine",FALSE,2008,62,0.0391,110.019,"pop"
"The Offspring","You're Gonna Go Far, Kid",TRUE,2008,78,0.0638,126.115,"rock, pop, metal"
"Kanye West","Homecoming",TRUE,2007,47,0.189,86.917,"hip hop"
"Estelle","American Boy",TRUE,2008,78,0.326,117.932,"R&B"
"Saving Abel","Addicted",TRUE,2008,69,0.0338,138.018,"rock, metal"
"Pendulum","Propane Nightmares",FALSE,2008,57,0.0825,173.992,"Dance/Electronic"
"The Game","My Life",TRUE,2008,60,0.349,148.113,"hip hop, pop"
"Danity Kane","Damaged",FALSE,2008,57,0.05,120.01,"pop, R&B"
"P!nk","So What",TRUE,2008,76,0.0425,126.019,"pop"
"Kanye West","Love Lockdown",FALSE,2008,66,0.0323,119.603,"hip hop"
"Gym Class Heroes","Cookie Jar (feat. The-Dream)",TRUE,2008,54,0.0282,113.053,"hip hop, pop"
"M.I.A.","Paper Planes",FALSE,2007,1,0.222,172.247,"pop, rock"
"3 Doors Down","It's Not My Time",FALSE,2008,56,0.0602,127.962,"pop, rock, metal"
"Kylie Minogue","Wow",FALSE,2007,47,0.202,124.072,"pop, Dance/Electronic"
"Mariah Carey","Touch My Body",FALSE,2008,0,0.0502,78.502,"pop, R&B"
"MGMT","Kids",FALSE,2007,77,0.0719,122.961,"rock"
"The Ting Tings","Shut Up and Let Me Go",FALSE,2007,55,0.0581,107.993,"pop, rock, Dance/Electronic"
"Lil Wayne","Got Money",TRUE,2008,58,0.118,82.48,"hip hop, pop"
"Santana","Into the Night (feat. Chad Kroeger)",FALSE,2007,57,0.0331,127.981,"rock, blues, latin"
"The-Dream","I Luv Your Girl",TRUE,2007,62,0.0341,90.063,"hip hop, pop, R&B"
"Wiley","Wearing My Rolex - Radio Edit",FALSE,2008,59,0.135,131.942,"hip hop, Dance/Electronic"
"Usher","Love in This Club (feat. Young Jeezy)",FALSE,2008,71,0.0732,140.012,"hip hop, pop, R&B"
"Sam Sparro","Black & Gold - Radio Edit",FALSE,2008,53,0.0763,135.968,"pop, Dance/Electronic"
"H ""two"" O","What's It Gonna Be (feat. Platnum)",FALSE,2008,55,0.0341,139.61,"Dance/Electronic"
"The Ting Tings","That's Not My Name",FALSE,2008,51,0.0893,145.042,"pop, rock, Dance/Electronic"
"Plies","Bust It Baby, Pt. 2 (feat. Ne-Yo)",TRUE,2008,61,0.167,78.946,"hip hop, pop, R&B"
"James Morrison","Broken Strings",FALSE,2008,70,0.029,111.91,"pop, R&B"
"Leona Lewis","Run",FALSE,2007,62,0.0291,142.365,"pop, R&B"
"Metro Station","Shake It",FALSE,2007,67,0.0798,150.034,"pop, rock"
"T.I.","Whatever You Like",TRUE,2008,74,0.0709,150.053,"hip hop, pop"
"Trey Songz","Can't Help but Wait",FALSE,2007,62,0.0737,94.977,"hip hop, pop, R&B"
"OneRepublic","Stop And Stare",FALSE,2007,59,0.0332,92.474,"pop"
"Alexandra Burke","Hallelujah",FALSE,2009,63,0.0291,182.571,"pop"
"Mary J. Blige","Just Fine",FALSE,2007,64,0.117,123.021,"pop, R&B"
"Jordin Sparks","One Step At a Time",FALSE,2007,56,0.0289,102.028,"pop, R&B"
"Coldplay","Viva La Vida",FALSE,2008,80,0.0287,138.015,"rock, pop"
"Kings of Leon","Sex on Fire",FALSE,2008,80,0.054,153.398,"rock"
"Kanye West","Good Life",TRUE,2007,45,0.346,82.962,"hip hop"
"Duffy","Mercy",FALSE,2008,69,0.0332,129.911,"pop, R&B"
"David Archuleta","Crush",FALSE,2008,67,0.0322,162.084,"pop"
"J. Holiday","Suffocate - Superclean",FALSE,2007,58,0.361,82.82,"hip hop, pop, R&B, Dance/Electronic"
"Gavin DeGraw","In Love With a Girl",FALSE,2008,51,0.0438,161.905,"pop, Folk/Acoustic"
"Jordin Sparks","Tattoo",FALSE,2007,54,0.0399,168.005,"pop, R&B"
"Coldplay","Violet Hill",FALSE,2008,63,0.0374,76.093,"rock, pop"
"Ray J","Sexy Can I feat. Yung Berg",TRUE,2008,1,0.325,172.155,"hip hop, pop, R&B"
"Jennifer Hudson","Spotlight",FALSE,2008,60,0.051,108.984,"pop, R&B, easy listening"
"John Legend","Green Light (feat. André 3000)",FALSE,2008,55,0.119,77.506,"pop, R&B"
"Jonas Brothers","Burnin' Up",FALSE,2008,68,0.0817,114.03,"pop"
"Lupe Fiasco","Superstar (feat. Matthew Santos)",FALSE,2007,64,0.361,94.812,"hip hop, pop"
"Chris Brown","Forever",FALSE,2008,74,0.0459,120.005,"hip hop, pop, R&B"
"Adele","Chasing Pavements",FALSE,2008,1,0.0255,80.045,"pop, R&B"
"Leona Lewis","Better in Time",FALSE,2007,67,0.0506,163.953,"pop, R&B"
"Fergie","Clumsy",FALSE,2006,58,0.131,184.009,"pop, R&B"
"T-Pain","Can't Believe It (feat. Lil' Wayne)",FALSE,2008,0,0.049,89.828,"hip hop, pop, R&B"
"Black Eyed Peas","I Gotta Feeling",FALSE,2009,80,0.0265,127.96,"hip hop, pop"
"Lady Gaga","Poker Face",FALSE,2008,77,0.0787,118.999,"pop"
"Beyoncé","Halo",FALSE,2008,74,0.0628,79.983,"pop, R&B"
"David Guetta","Sexy Bitch (feat. Akon)",TRUE,2010,75,0.0486,130.011,"hip hop, pop, Dance/Electronic"
"Flo Rida","Right Round",FALSE,2009,74,0.0551,124.986,"hip hop, pop"
"Taylor Swift","Love Story",FALSE,2008,74,0.0311,118.984,"pop"
"Pitbull","Hotel Room Service",FALSE,2009,63,0.227,126.003,"hip hop, pop, latin"
"Britney Spears","Circus",FALSE,2008,74,0.052,114.98,"pop"
"Lady Gaga","LoveGame",FALSE,2008,69,0.0523,105.024,"pop"
"Skillet","Monster",FALSE,2009,75,0.0741,134.992,"rock, pop, metal"
"The Prodigy","Omen",FALSE,2009,57,0.0441,140.002,"rock, pop, Dance/Electronic"
"Black Eyed Peas","Meet Me Halfway",FALSE,2009,72,0.0735,130,"hip hop, pop"
"Kanye West","Heartless",FALSE,2008,82,0.136,87.999,"hip hop"
"Kid Cudi","Day 'N' Nite (Nightmare)",FALSE,2009,72,0.0653,138.018,"hip hop"
"Lady Gaga","Just Dance",FALSE,2008,76,0.0311,118.992,"pop"
"Britney Spears","If U Seek Amy",FALSE,2008,69,0.0339,129.954,"pop"
"Pitbull","I Know You Want Me (Calle Ocho)",FALSE,2009,59,0.149,127.045,"hip hop, pop, latin"
"Mariah Carey","Obsessed",FALSE,2009,66,0.0625,86.443,"pop, R&B"
"Beyoncé","Sweet Dreams",FALSE,2008,48,0.111,121.949,"pop, R&B"
"Agnes","Release Me",FALSE,2009,65,0.0321,127.973,"pop, Dance/Electronic"
"Black Eyed Peas","Boom Boom Pow",TRUE,2009,68,0.0663,130.048,"hip hop, pop"
"Shakira","She Wolf",FALSE,2009,68,0.0443,121.983,"pop, latin"
"Lady Gaga","Paparazzi",FALSE,2008,70,0.0438,114.906,"pop"
"JAY-Z","Empire State Of Mind",TRUE,2009,82,0.392,173.585,"hip hop"
"OneRepublic","All The Right Moves",FALSE,2009,65,0.0474,146.024,"pop"
"Jeremih","Birthday Sex",FALSE,2009,67,0.0439,60.019,"hip hop, pop, R&B"
"Cascada","Evacuate The Dancefloor",FALSE,2009,63,0.0432,127.029,"hip hop, pop, Dance/Electronic"
"Linkin Park","New Divide",FALSE,2009,68,0.0362,117.971,"rock, metal"
"Kevin Rudolf","Let It Rock",TRUE,2008,66,0.0397,113.172,"hip hop, pop"
"JAY-Z","Run This Town",TRUE,2009,75,0.29,86.844,"hip hop"
"Lady Gaga","Bad Romance",TRUE,2009,80,0.0363,119.001,"pop"
