artist,song,explicit,year,popularity,speechiness,tempo
Rihanna,Where Have You Been,FALSE,2011,71,0.0916,127.963
JAY-Z,Ni**as In Paris,TRUE,2011,82,0.311,140.022
Maroon 5,One More Night,FALSE,2012,74,0.0314,92.997
Skrillex,Bangarang (feat. Sirah),TRUE,2011,70,0.196,110.026
The Wanted,Chasing The Sun,FALSE,2012,69,0.0965,128.108
Flo Rida,Whistle,FALSE,2012,77,0.0453,103.976
will.i.am,This Is Love,FALSE,2013,62,0.0445,128.954
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],FALSE,2012,66,0.0655,129.973
Nicki Minaj,Pound The Alarm,TRUE,2012,64,0.0609,125.055
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,TRUE,2012,63,0.404,74.132
MARINA,Primadonna,FALSE,2012,78,0.0337,127.98
Kanye West,Mercy,TRUE,2012,73,0.406,139.993
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,FALSE,2012,58,0.0431,175.017
PSY,Gangnam Style (강남스타일),FALSE,2012,72,0.286,132.067
Kesha,Die Young,FALSE,2012,78,0.046,128.001
Usher,Scream,FALSE,2012,66,0.0973,127.992
Olly Murs,Troublemaker (feat. Flo Rida),FALSE,2012,0,0.0565,106.008
Linkin Park,BURN IT DOWN,FALSE,2012,73,0.0534,110.006
Bruno Mars,Locked out of Heaven,FALSE,2012,85,0.0431,143.994
Avicii,Levels - Radio Edit,FALSE,2011,77,0.0343,126.04
Flo Rida,Good Feeling,FALSE,2012,76,0.0688,128.011
Rihanna,Diamonds,FALSE,2012,75,0.0461,91.972
Wiz Khalifa,"Work Hard, Play Hard",TRUE,2012,62,0.0485,140.008
Katy Perry,Part Of Me,FALSE,2012,73,0.0355,130.028
Nicki Minaj,Starships,TRUE,2012,75,0.075,125.008
Kendrick Lamar,m.A.A.d city,TRUE,2012,67,0.271,91.048
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],FALSE,2012,0,0.0547,119.012
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,FALSE,2011,68,0.0482,126.092
Azealia Banks,212,TRUE,2014,0,0.258,126.017
Maroon 5,Payphone,TRUE,2012,82,0.0414,110.015
James Arthur,Impossible,FALSE,2013,75,0.0933,169.533
Michel Teló,Ai Se Eu Te Pego - Live,FALSE,2012,0,0.0692,96.055
Otto Knows,Million Voices - Radio Edit,FALSE,2012,0,0.041,125.946
Icona Pop,I Love It,TRUE,2012,51,0.0296,125.953
Tyga,Rack City,TRUE,2012,61,0.371,98.986
Calvin Harris,Feel So Close - Radio Edit,FALSE,2012,79,0.031,127.937
Jennifer Lopez,Dance Again,FALSE,2012,0,0.0696,127.974
Grimes,Oblivion,FALSE,2012,0,0.0338,155.974
Adele,Rumour Has It,FALSE,2011,0,0.0445,120.052
Chris Brown,Turn Up the Music,FALSE,2012,64,0.102,129.925
Frank Ocean,Lost,TRUE,2012,64,0.226,123.061
Calvin Harris,Let's Go (feat. Ne-Yo),FALSE,2012,66,0.0595,128.016
The Script,Hall of Fame (feat. will.i.am),FALSE,2012,78,0.0564,84.786
Swedish House Mafia,Don't You Worry Child - Radio Edit,FALSE,2012,76,0.0509,129.042
MARINA,How to Be a Heartbreaker,FALSE,2012,50,0.0506,140.05
Justin Bieber,Boyfriend,FALSE,2012,63,0.0519,96.979
David Guetta,Titanium (feat. Sia),FALSE,2012,79,0.103,126.062
Jessie J,Domino,FALSE,2011,74,0.034,126.986
Taylor Swift,I Knew You Were Trouble.,FALSE,2012,59,0.0363,77.019
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),TRUE,2012,61,0.108,127.839
P!nk,Try,FALSE,2012,76,0.03,103.998
Robbie Williams,Candy,FALSE,2012,68,0.0414,116.043
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",TRUE,2011,77,0.137,95.078
Justin Bieber,As Long As You Love Me,FALSE,2012,67,0.1,139.691
Rita Ora,R.I.P. (feat. Tinie Tempah),FALSE,2012,46,0.0479,72.022
Alex Clare,Too Close,FALSE,2011,60,0.0387,126.027
Tyga,Faded,TRUE,2012,58,0.188,95.073
Alesso,Years - ラジオ・エディット,FALSE,2012,0,0.0805,128.008
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),FALSE,2012,0,0.206,83.993
Katy Perry,The One That Got Away,FALSE,2012,72,0.0353,133.962
Avicii,Silhouettes - Original Radio Edit,FALSE,2012,53,0.0545,128.074
Gotye,Somebody That I Used To Know,FALSE,2011,57,0.0358,129.054
Flo Rida,Wild Ones (feat. Sia),FALSE,2012,77,0.0554,127.075
One Direction,What Makes You Beautiful,FALSE,2012,82,0.0737,124.99
Lana Del Rey,Born To Die,FALSE,2012,53,0.0439,75.223
Kesha,C'Mon,FALSE,2012,0,0.0963,126.025
Owl City,Good Time,FALSE,2012,77,0.14,126.05
Calvin Harris,We'll Be Coming Back (feat. Example),FALSE,2012,62,0.0873,127.945
Emeli Sandé,"Read All About It, Pt. III",FALSE,2012,65,0.0249,98.082
Ellie Goulding,Lights - Single Version,FALSE,2010,63,0.0367,120.008
Train,Drive By,FALSE,2012,77,0.032,122.028
Disclosure,Latch,FALSE,2013,74,0.167,121.985
Coldplay,Princess of China,FALSE,2011,66,0.0347,85.014
One Direction,Live While We're Young,FALSE,2012,0,0.0543,126.015
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),TRUE,2011,61,0.0513,130.034
Carrie Underwood,Blown Away,FALSE,2012,63,0.0429,136.991
alt-J,Breezeblocks,FALSE,2012,71,0.0344,150.071
Chris Brown,Don't Wake Me Up,FALSE,2012,62,0.051,127.967
Kelly Clarkson,Stronger (What Doesn't Kill You),FALSE,2011,74,0.0475,116.044
Drake,The Motto,TRUE,2011,74,0.356,201.8
Katy Perry,Wide Awake,FALSE,2012,65,0.0367,159.814
Rita Ora,How We Do (Party),TRUE,2012,48,0.0833,116.024
Rudimental,Feel the Love (feat. John Newman),FALSE,2013,64,0.0593,179.911
Lana Del Rey,Ride,TRUE,2012,66,0.034,93.763
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),FALSE,2012,69,0.0393,124.91
Demi Lovato,Give Your Heart a Break,FALSE,2011,71,0.0487,123.008
Drake,Take Care,TRUE,2011,75,0.265,121.845
Little Mix,Wings,FALSE,2012,0,0.127,114.962
Bruno Mars,It Will Rain,FALSE,2011,74,0.0486,150.017
Cher Lloyd,Want U Back,FALSE,2011,67,0.076,97.954
Lorde,Royals,FALSE,2013,77,0.122,84.878
Robin Thicke,Blurred Lines,FALSE,2013,55,0.0489,120
Imagine Dragons,Radioactive,FALSE,2012,77,0.0627,136.245
Avicii,Wake Me Up,FALSE,2013,6,0.0523,124.08
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),TRUE,2012,1,0.293,94.992
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,FALSE,2013,83,0.038,116.047
will.i.am,Scream & Shout,TRUE,2013,78,0.0696,130.033
Stromae,Papaoutai,FALSE,2013,0,0.0859,116.019
Bingo Players,Get Up (Rattle) - Vocal Edit,FALSE,2013,1,0.0645,127.99
Naughty Boy,La La La,FALSE,2013,58,0.0316,124.988
Tom Odell,Another Love,TRUE,2013,88,0.04,122.769
2 Chainz,We Own It (Fast & Furious),FALSE,2013,69,0.402,171.999
David Guetta,Play Hard (feat. Ne-Yo & Akon),FALSE,2012,69,0.0533,130.072
Pitbull,Feel This Moment (feat. Christina Aguilera),FALSE,2012,77,0.158,135.956
will.i.am,#thatPOWER,FALSE,2013,68,0.0584,127.999
Lil Wayne,Love Me,TRUE,2013,68,0.0327,124.906
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),FALSE,2012,81,0.0786,146.078
Martin Garrix,Animals - Radio Edit,FALSE,2013,0,0.0363,128.015
Jason Derulo,Talk Dirty (feat. 2 Chainz),TRUE,2013,56,0.232,100.315
John Newman,Love Me Again,FALSE,2013,74,0.0441,126.03
Britney Spears,Work B**ch,TRUE,2013,0,0.15,128.012
The Neighbourhood,Sweater Weather,FALSE,2013,89,0.0336,124.053
Sebastian Ingrosso,Reload - Radio Edit,FALSE,2013,68,0.0521,128.045
Capital Cities,Safe And Sound,FALSE,2013,0,0.0309,117.952
Demi Lovato,Heart Attack,FALSE,2013,79,0.104,173.968
Arctic Monkeys,Why'd You Only Call Me When You're High?,FALSE,2013,84,0.0368,92.004
Justin Bieber,Beauty And A Beat,FALSE,2012,73,0.0593,128.003
Eminem,The Monster,TRUE,2013,75,0.0715,110.049
Pitbull,Don't Stop the Party (feat. TJR),FALSE,2012,64,0.0912,127.008
Selena Gomez,Come & Get It,FALSE,2013,69,0.0517,79.979
P!nk,True Love (feat. Lily Allen),TRUE,2012,71,0.311,192.205
Disclosure,White Noise,FALSE,2013,54,0.0501,119.978
Flo Rida,I Cry,FALSE,2012,60,0.0439,126.035
Kanye West,Black Skinhead,TRUE,2013,0,0.322,130.089
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,FALSE,2013,72,0.0558,126.052
Eminem,Berzerk,TRUE,2013,66,0.333,95.084
Icona Pop,I Love It (feat. Charli XCX),TRUE,2013,68,0.0284,125.916
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),FALSE,2013,71,0.064,151.99
Lorde,Team,FALSE,2013,0,0.0939,100.05
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,FALSE,2012,68,0.0374,127.946
Imagine Dragons,Demons,FALSE,2012,81,0.0321,89.938
One Direction,One Way or Another (Teenage Kicks),FALSE,2013,66,0.071,162.131
Taylor Swift,I Knew You Were Trouble.,FALSE,2012,76,0.0363,77.019
Arctic Monkeys,Do I Wanna Know?,FALSE,2013,84,0.0323,85.03
Rudimental,Waiting All Night (feat. Ella Eyre),FALSE,2013,66,0.05,174.983
Klangkarussell,Sonnentanz - Sun Don't Shine,FALSE,2014,68,0.0909,119.74
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),FALSE,2012,61,0.0514,128.062
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",TRUE,2013,76,0.275,95.967
Ylvis,The Fox (What Does the Fox Say?),FALSE,2013,63,0.0453,128.008
Ellie Goulding,Burn,FALSE,2014,70,0.0432,87.016
Baauer,Harlem Shake,FALSE,2013,57,0.0483,137.825
Calvin Harris,I Need Your Love (feat. Ellie Goulding),FALSE,2012,70,0.0483,124.989
Katy Perry,This Is How We Do,FALSE,2013,60,0.0457,96
AWOLNATION,Sail,FALSE,2011,2,0.0568,119.038
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,FALSE,2013,27,0.049,124.047
Jason Derulo,The Other Side,FALSE,2013,50,0.1,127.923
Storm Queen,Look Right Through - MK Vocal Edit,FALSE,2014,0,0.081,119.995
Calvin Harris,Sweet Nothing (feat. Florence Welch),FALSE,2012,71,0.109,127.934
Katy Perry,Unconditionally,FALSE,2013,0,0.0387,129.003
Wale,Bad (feat. Rihanna) - Remix,TRUE,2013,61,0.0748,114.038
Ciara,Body Party,FALSE,2013,64,0.0563,133.973
Drake,Started From the Bottom,TRUE,2013,65,0.161,86.307
Birdy,Wings,FALSE,2013,48,0.0253,83.235
Bastille,Of The Night,FALSE,2013,61,0.0427,125.01
Olly Murs,Dear Darlin',FALSE,2012,59,0.0454,124.021
Katy Perry,Roar,FALSE,2013,73,0.0418,179.984
Blake Shelton,Sure Be Cool If You Did,FALSE,2013,56,0.035,136.802
Calvin Harris,Thinking About You (feat. Ayah Marar),FALSE,2012,65,0.0396,127.985
JAY-Z,Holy Grail,TRUE,2013,62,0.0831,145.082
Bridgit Mendler,Ready or Not,FALSE,2012,72,0.0509,93.043
The Saturdays,What About Us,FALSE,2013,61,0.0581,123.973
Bastille,Pompeii,FALSE,2013,74,0.0407,127.435
One Direction,Best Song Ever,FALSE,2013,76,0.0465,118.491
Nelly,Hey Porsche,TRUE,2013,57,0.029,115.995
Zedd,Clarity,FALSE,2012,0,0.0753,128.006
Miley Cyrus,Wrecking Ball,FALSE,2013,77,0.0342,119.964
Chris Brown,Fine China,FALSE,2013,0,0.056,104.038
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),FALSE,2013,69,0.057,100.163
Armin van Buuren,This Is What It Feels Like,FALSE,2013,66,0.03,129.885
Justin Timberlake,Mirrors,FALSE,2013,78,0.0503,76.899
Bruno Mars,Treasure,TRUE,2012,78,0.0431,116.017
Of Monsters and Men,Little Talks,FALSE,2012,79,0.032,102.961
Miley Cyrus,We Can't Stop,FALSE,2013,78,0.0334,80.003
J. Cole,Power Trip (feat. Miguel),TRUE,2013,0,0.217,99.991
Paramore,Still into You,FALSE,2013,79,0.044,136.01
Christina Perri,human,FALSE,2013,59,0.0368,143.808
Drake,"Hold On, We're Going Home",FALSE,2013,72,0.0961,99.993
James Blunt,Bonfire Heart,FALSE,2013,0,0.0527,118.021
Maroon 5,Daylight,FALSE,2012,66,0.0269,120.001
Childish Gambino,3005,TRUE,2013,0,0.289,82.92
Avril Lavigne,Here's to Never Growing Up,TRUE,2013,0,0.101,164.986
Taylor Swift,22,FALSE,2012,68,0.0376,103.987
Passenger,Let Her Go,FALSE,2012,73,0.0572,75.089
Ariana Grande,The Way,FALSE,2013,65,0.113,82.324
Rihanna,Stay,FALSE,2012,76,0.0283,111.893
Justin Timberlake,Suit & Tie (feat. Jay-Z),TRUE,2013,67,0.219,101.985
Bruno Mars,When I Was Your Man,FALSE,2012,83,0.0434,72.795
Florida Georgia Line,Cruise,FALSE,2012,57,0.0354,148
Pharrell Williams,"Happy - From ""Despicable Me 2""",FALSE,2014,79,0.183,160.019
Katy Perry,Dark Horse,FALSE,2013,74,0.0512,131.934
ScHoolboy Q,Collard Greens,TRUE,2014,0,0.064,153.972
Iggy Azalea,Fancy,TRUE,2014,69,0.0697,94.981
Maroon 5,Animals,FALSE,2014,79,0.0898,189.868
Sam Smith,Stay With Me,FALSE,2014,80,0.0414,84.094
MAGIC!,Rude,FALSE,2014,80,0.0381,144.033
Sia,Chandelier,FALSE,2014,78,0.0499,117.089
John Legend,All of Me,FALSE,2013,84,0.0322,119.93
ZHU,Faded,FALSE,2014,49,0.0487,124.96
Meghan Trainor,All About That Bass,TRUE,2015,72,0.0503,134.052
David Guetta,Lovers on the Sun (feat. Sam Martin),FALSE,2014,50,0.0387,124.915
Iggy Azalea,Black Widow,TRUE,2014,67,0.124,163.99
Tove Lo,Habits (Stay High),FALSE,2014,74,0.0315,110.003
Oliver Heldens,Gecko (Overdrive) - Radio Edit,FALSE,2014,67,0.0642,124.959
DJ Snake,You Know You Like It,FALSE,2014,69,0.188,196.093
Maroon 5,Maps,FALSE,2014,0,0.0295,120.003
David Guetta,Bad (feat. Vassy) - Radio Edit,FALSE,2014,45,0.088,127.966
Tinashe,2 On (feat. ScHoolboy Q),TRUE,2014,71,0.107,101.013
Route 94,My Love (feat. Jess Glynne),FALSE,2014,72,0.0492,119.976
Taylor Swift,Bad Blood,FALSE,2014,54,0.19,170.216
Trey Songz,Na Na,FALSE,2015,62,0.0406,96.975
Calvin Harris,Under Control (feat. Hurts),FALSE,2014,72,0.0841,126.094
O.T. Genasis,CoCo,TRUE,2014,61,0.131,119.906
Jason Derulo,Wiggle (feat. Snoop Dogg),FALSE,2013,66,0.25,81.946
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,FALSE,2014,66,0.0258,123.002
Jeremih,Don't Tell 'Em,TRUE,2015,74,0.0997,98.052
Nicki Minaj,Anaconda,TRUE,2014,66,0.179,129.994
Calvin Harris,Blame (feat. John Newman),FALSE,2014,75,0.0808,128.024
DJ Snake,Turn Down for What,FALSE,2013,70,0.156,100.014
Pitbull,Timber (feat. Ke$ha),FALSE,2012,80,0.0981,129.992
OneRepublic,Counting Stars,FALSE,2014,62,0.0385,122.014
Bobby Shmurda,Hot N*gga,TRUE,2014,73,0.42,167.879
Calvin Harris,Summer,FALSE,2014,21,0.0325,127.962
ScHoolboy Q,Man Of The Year,TRUE,2014,0,0.0428,111.959
Nico & Vinz,Am I Wrong,FALSE,2014,76,0.0312,119.968
Becky G,Shower,FALSE,2014,78,0.0487,119.987
Sigma,Nobody To Love - Radio Edit,FALSE,2014,62,0.0436,175.001
The Chainsmokers,#SELFIE - Original Mix,FALSE,2014,0,0.248,127.955
Lorde,Team,FALSE,2013,76,0.0929,99.961
Rixton,Me And My Broken Heart,FALSE,2014,77,0.0345,174.084
Klingande,Jubel - Radio Edit,FALSE,2013,50,0.0343,124.938
Mr. Probz,Waves - Robin Schulz Radio Edit,FALSE,2014,2,0.0369,119.993
Paloma Faith,Only Love Can Hurt Like This,FALSE,2014,80,0.0818,90.99
Kiesza,Hideaway,FALSE,2014,64,0.0483,122.993
Ariana Grande,Break Free,FALSE,2014,0,0.0455,129.956
Kid Ink,Show Me (feat. Chris Brown),TRUE,2014,68,0.0502,98.098
Tove Lo,Talking Body,TRUE,2014,66,0.0338,119.999
Chris Brown,Loyal (feat. Lil Wayne & Tyga),TRUE,2014,72,0.049,99.059
OneRepublic,Love Runs Out,FALSE,2014,59,0.0589,120.022
Olly Murs,Up (feat. Demi Lovato),FALSE,2014,0,0.0339,114.948
Peking Duk,High (feat. Nicole Millar),FALSE,2014,48,0.0492,100.094
Milky Chance,Stolen Dance,FALSE,2014,73,0.0378,114.016
Ed Sheeran,Don't,FALSE,2014,72,0.0659,95.049
Ariana Grande,Love Me Harder,FALSE,2014,74,0.0334,98.992
Enrique Iglesias,Bailando - Spanish Version,FALSE,2014,66,0.105,90.949
Avicii,Hey Brother,FALSE,2013,2,0.0436,125.014
Jessie J,Bang Bang,FALSE,2014,77,0.091,150.028
Duke Dumont,I Got U,FALSE,2014,67,0.035,120.837
Gorgon City,Ready For Your Love,FALSE,2014,61,0.154,121.939
Taylor Swift,Style,FALSE,2014,61,0.0402,94.933
MKTO,Classic,FALSE,2012,82,0.124,102.071
Ariana Grande,Problem,FALSE,2014,73,0.153,103.008
Charli XCX,Boom Clap,FALSE,2014,49,0.0786,91.999
One Direction,Steal My Girl,FALSE,2014,79,0.0347,77.217
Tiësto,Red Lights,FALSE,2013,0,0.0377,124.989
Selena Gomez,The Heart Wants What It Wants,FALSE,2014,58,0.0377,83.066
Rita Ora,I Will Never Let You Down,FALSE,2014,65,0.0296,128.011
5 Seconds of Summer,She Looks So Perfect,FALSE,2014,74,0.132,160.025
The Script,Superheroes,FALSE,2014,74,0.0396,166.996
Taylor Swift,Shake It Off,FALSE,2014,79,0.165,160.078
One Direction,Night Changes,FALSE,2014,83,0.0353,120.001
Ed Sheeran,Sing,FALSE,2014,69,0.0472,119.988
Alesso,Heroes (we could be),FALSE,2014,52,0.0634,125.876
Tiësto,Wasted,FALSE,2014,0,0.0294,112.028
G.R.L.,Ugly Heart,FALSE,2014,64,0.0463,124.96
Coldplay,A Sky Full of Stars,FALSE,2014,80,0.0279,124.97
Clean Bandit,Rather Be (feat. Jess Glynne),FALSE,2014,72,0.0377,120.97
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,FALSE,2014,63,0.0411,127.961
Sia,Elastic Heart,FALSE,2014,70,0.0496,130.075
One Direction,Story of My Life,FALSE,2013,81,0.0477,121.07
Alex & Sierra,Little Do You Know,FALSE,2014,75,0.0323,145.879
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),TRUE,2014,55,0.0432,97.448
Echosmith,Cool Kids,FALSE,2013,71,0.0336,130.027
Natalie La Rose,Somebody,FALSE,2014,66,0.0376,104.99
Vance Joy,Riptide,FALSE,2014,80,0.0379,101.654
Beyoncé,Drunk in Love (feat. Jay-Z),TRUE,2014,70,0.0468,140.03
Maroon 5,Sugar,TRUE,2014,0,0.0337,120.042
Ella Henderson,Ghost,FALSE,2014,63,0.0414,104.975
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",FALSE,2013,71,0.0397,152.037
Chris Brown,New Flame (feat. Usher & Rick Ross),TRUE,2014,67,0.041,141.967
Sheppard,Geronimo,FALSE,2014,0,0.0783,142.016
Olly Murs,Wrapped Up (feat. Travie McCoy),FALSE,2014,0,0.0549,121.989
Sam Smith,Money On My Mind,FALSE,2014,62,0.179,133.912
Jason Derulo,Trumpets,FALSE,2013,53,0.236,81.897
Nicki Minaj,Bed Of Lies,TRUE,2014,53,0.194,86.01
Nick Jonas,Jealous - Remix,TRUE,2014,0,0.0748,93.047
Mark Ronson,Uptown Funk (feat. Bruno Mars),TRUE,2015,82,0.0824,114.988
Ed Sheeran,Thinking out Loud,FALSE,2014,81,0.0295,78.998
Wiz Khalifa,See You Again (feat. Charlie Puth),FALSE,2015,81,0.0815,80.025
Justin Bieber,What Do You Mean?,FALSE,2015,77,0.0956,125.02
Major Lazer,Lean On (feat. MØ & DJ Snake),FALSE,2015,73,0.0625,98.007
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",FALSE,2014,76,0.0304,119.844
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",FALSE,2015,78,0.0484,189.857
Calvin Harris,Outside (feat. Ellie Goulding),FALSE,2014,78,0.0394,128.035
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",FALSE,2014,75,0.151,85.979
Demi Lovato,Cool for the Summer,TRUE,2015,0,0.0386,114.101
Taylor Swift,Blank Space,FALSE,2014,82,0.054,95.997
The Weeknd,The Hills,TRUE,2015,84,0.0515,113.003
The Neighbourhood,Daddy Issues,FALSE,2015,85,0.0329,85.012
Deorro,Five More Hours,FALSE,2015,66,0.219,127.961
Avicii,The Nights,FALSE,2014,85,0.0433,125.983
Adam Lambert,Ghost Town,TRUE,2015,46,0.046,119.955
Rae Sremmurd,No Type,TRUE,2015,71,0.159,125.01
Taylor Swift,Bad Blood,FALSE,2015,70,0.106,170.16
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),FALSE,2015,49,0.0734,145.889
Robin Schulz,Sugar (feat. Francesco Yates),FALSE,2015,76,0.0581,123.063
Calvin Harris,How Deep Is Your Love,FALSE,2015,76,0.0731,122.003
Philip George,Wish You Were Mine - Radio Edit,FALSE,2014,65,0.0293,123.002
Fall Out Boy,Centuries,FALSE,2015,80,0.0729,176.042
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),TRUE,2016,76,0.145,108.034
Lost Frequencies,Are You With Me - Radio Edit,FALSE,2014,33,0.0317,121.03
Twenty One Pilots,Stressed Out,FALSE,2015,83,0.141,169.977
Fifth Harmony,Worth It (feat. Kid Ink),FALSE,2015,73,0.0882,99.987
KALEO,Way down We Go,FALSE,2015,63,0.0528,81.663
Sam Smith,Like I Can,FALSE,2014,79,0.0379,99.933
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,FALSE,2015,49,0.0666,107.985
Martin Solveig,Intoxicated - New Radio Mix,FALSE,2015,48,0.0393,125.004
Avicii,Waiting For Love,FALSE,2015,79,0.0527,127.999
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),FALSE,2018,72,0.0311,117.971
Taylor Swift,Wildest Dreams,FALSE,2014,78,0.0741,140.06
The Weeknd,In The Night,TRUE,2015,0,0.13,167.939
Pitbull,Time of Our Lives,TRUE,2014,80,0.0583,124.022
Galantis,Runaway (U & I),FALSE,2015,74,0.0469,126.008
Rihanna,Bitch Better Have My Money,TRUE,2015,73,0.0621,102.99
Zara Larsson,Lush Life,FALSE,2015,0,0.0536,98.024
One Direction,Drag Me Down,FALSE,2015,79,0.0369,138.113
Travis Scott,Antidote,TRUE,2015,73,0.032,131.05
Years & Years,King,FALSE,2015,0,0.0388,119.977
Demi Lovato,Confident,TRUE,2015,64,0.0677,130.064
Lemaitre,Closer,FALSE,2017,59,0.0337,91.977
Selena Gomez,Same Old Love,FALSE,2015,69,0.0304,98.02
Pia Mia,Do It Again,TRUE,2015,72,0.047,95.95
Flo Rida,My House,FALSE,2015,76,0.0499,94.006
Silentó,Watch Me (Whip / Nae Nae),FALSE,2015,0,0.134,139.982
Chris Brown,Ayo,TRUE,2015,71,0.0443,98.031
The Strumbellas,Spirits,FALSE,2016,71,0.0265,80.529
Fetty Wap,Trap Queen,TRUE,2015,68,0.128,148.075
Beyoncé,7-Nov,FALSE,2014,69,0.126,136.024
Lana Del Rey,High By The Beach,TRUE,2015,67,0.0346,131.988
Zara Larsson,Never Forget You,FALSE,2017,73,0.0457,145.992
Jeremih,oui,FALSE,2015,77,0.0964,78.521
Drake,Hotline Bling,FALSE,2016,77,0.0551,134.966
Selena Gomez,Kill Em With Kindness,FALSE,2015,64,0.0404,120.012
Birdy,Let It All Go,FALSE,2015,68,0.0302,107.005
Fetty Wap,679 (feat. Remy Boyz),TRUE,2015,74,0.318,190.05
The Weeknd,Can't Feel My Face,FALSE,2015,79,0.0425,107.949
SAYGRACE,You Don't Own Me (feat. G-Eazy),FALSE,2015,55,0.102,186.394
X Ambassadors,Renegades,FALSE,2015,75,0.0905,90.052
R. City,Locked Away (feat. Adam Levine),FALSE,2015,77,0.0678,118.413
Kygo,Stole the Show,FALSE,2016,74,0.226,100.034
Tame Impala,The Less I Know The Better,TRUE,2015,83,0.0284,116.879
Selena Gomez,Good For You,TRUE,2015,0,0.0652,88.928
Fetty Wap,My Way (feat. Monty),TRUE,2015,55,0.0531,128.077
Hozier,Take Me To Church,FALSE,2014,81,0.0464,128.945
Taylor Swift,Style,FALSE,2014,77,0.0402,94.933
Alessia Cara,Here,FALSE,2015,0,0.163,120.892
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",FALSE,2015,66,0.0339,81.418
David Guetta,Bang My Head (feat. Sia & Fetty Wap),FALSE,2015,47,0.0789,108.061
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),TRUE,2015,68,0.203,77.521
Big Sean,I Don't Fuck With You,TRUE,2015,75,0.0613,97.972
Kygo,Firestone,FALSE,2016,76,0.0428,113.927
Drake,Jumpman,TRUE,2015,0,0.202,142.079
Petit Biscuit,Sunset Lover,FALSE,2015,71,0.0503,90.838
Shawn Mendes,Stitches,FALSE,2015,78,0.0676,149.882
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",FALSE,2015,67,0.141,118.004
Selena Gomez,The Heart Wants What It Wants,FALSE,2014,64,0.0377,83.066
Jack Ü,Where Are Ü Now (with Justin Bieber),FALSE,2015,74,0.0567,139.432
Ellie Goulding,On My Mind,FALSE,2015,0,0.0522,154.943
Bryson Tiller,Don't,TRUE,2015,78,0.195,96.991
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",TRUE,2015,1,0.0496,163.993
Joel Adams,Please Don't Go,FALSE,2015,71,0.0587,84.264
Zedd,I Want You To Know,FALSE,2015,0,0.0659,130.003
Jonas Blue,Fast Car,FALSE,2015,67,0.052,113.945
BØRNS,Electric Love,FALSE,2015,0,0.0889,120.063
Sigala,Easy Love,FALSE,2018,66,0.0631,123.976
Justin Bieber,Sorry,FALSE,2015,80,0.045,99.945
Ariana Grande,One Last Time,FALSE,2014,79,0.0323,125.026
Little Mix,Black Magic,FALSE,2015,1,0.0619,111.987
One Direction,Perfect,FALSE,2015,77,0.0762,99.933
Years & Years,Shine,FALSE,2015,55,0.0349,108.002
Meghan Trainor,Lips Are Movin,FALSE,2015,70,0.0464,139.091
Nicky Jam,El Perdón - Forgiveness,FALSE,2017,51,0.0357,90.013
The Weeknd,Starboy,TRUE,2016,0,0.282,186.054
Drake,One Dance,FALSE,2016,84,0.0536,103.967
Justin Bieber,Love Yourself,FALSE,2015,0,0.438,100.418
